Exact,VQE,Diff%,COBYLA
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,4.665465478696383
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.0722450351686037
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.4207130057354007
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.4692376524163642
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,3.9346325194339236
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.3944567236417855
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.0515532652635233
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,6.099557822680559
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,3.3819415496030243
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.352548921906955
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.3142846395774219
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.332926272729135
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.6801314090011568
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.6970658640167864
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.8822453765557121
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.27888653131892216
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.26103806786529216
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.8454214165006313
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.291899183790294
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.5696436473281246
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.44790373205126066
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.487179234083218
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.134478012637799
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.2200892547969033
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.48909396497525304
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.34791226361087
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.27952103157964814
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.18945448943700516
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.022250445646672112
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.05965620883650313
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.02954246565696117
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.07762176114434283
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0782659823932903
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.06568589726248675
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.02113142134267587
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.11043602986915424
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.030886810519619168
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.05125921536047695
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.02961172214194896
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.02409274885766166
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.02032506963019376
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.03759525128563368
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.004047511929551995
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.005545424219482342
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.00717496741343826
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0372100999335796
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.005542713699549395
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0013540530238991266
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.011962317622903562
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.004169214694069723
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.006504189534871863
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0012632630419151525
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0015505201787151535
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.002002001867316139
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0017239035966243321
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0018436545698108375
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0014474749075663595
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.00035213464275063444
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.001375552533532165
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0002851619288168905
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0014624591770129314
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0003644721689211039
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.00048371870279417806
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.00132713317955524
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0004418227639231276
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,5.130590739810259e-05
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.00013248854350056405
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.0004161794106725125
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.3823191179772607e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.00027759799010329544
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,3.9578695083974935e-05
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.1066226575984217e-05
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.00011087267464482409
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.589286523984157e-05
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,0.00012285526806365965
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,8.077343420342942e-05
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.2961798314670148e-05
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.0736141148169907e-05
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,7.0427697718145055e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.2248314025242735e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,8.66290381917878e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,4.929146558474429e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.199019640907295e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.4059469145853996e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.133551618932472e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.1947558986591389e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,7.97558355358774e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,6.932363083578252e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,5.253732968668601e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.0607788265559748e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,7.119651339593247e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,5.977971131443383e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.2550700168034723e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.4989463883452459e-06
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,6.384371591394711e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,6.968297698861647e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,4.1515158155647214e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,4.836756737347514e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,3.7418327814009444e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,7.430030013466649e-08
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,2.8397098894572537e-08
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,6.391669682415113e-08
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.5597040992076927e-08
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,1.2995842535445945e-07
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,3.7336028491097295e-08
0.6403940062545104,0.6403940692437677,9.836016069855735e-06,5.089264210056399e-08
